"","combineId","playerId","combineYear","combinePosition","combineHeight","combineWeight","nameFirst","nameLast","nameFull","position","collegeId","nflId","college","heightInches","weight","dob","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone"
"4118",18463,20140090,2014,"WR",74.38,221,"Donte","Moncrief","Donte Moncrief","WR",38677,"2543614","Mississippi",74,216,"1993-08-06",20.7671232876712,4.4,39.5,13,4.3,132,7.02
"4119",18464,20140198,2014,"DE",77.5,269,"Zach","Moore","Zach Moore","DE",55104,"2543796","Concordia (MN)",78,275,"1990-09-05",23.6876712328767,4.84,33.5,23,4.46,123,7.41
"4120",18465,20140953,2014,"ILB",72.88,241,"James","Morris","James Morris","LB",52242,"2550587","Iowa",74,240,"1991-11-20",22.4794520547945,4.8,34.5,18,4.36,116,6.94
"4124",18469,20140693,2014,"TE",76,249,"Jake","Murphy","Jake Murphy","TE",84112,"2550588","Utah",76,249,"1989-09-21",24.6438356164384,4.79,33,24,4.27,113,7.18
"4125",18470,20140047,2014,"DE",77.38,250,"Trent","Murphy","Trent Murphy","OLB",94305,"2543503","Stanford",78,259,"1990-12-22",23.3917808219178,4.86,35.5,19,4.2,116,6.78
"4126",18471,20140511,2014,"TE",77.88,256,"Jordan","Najvar","Jordan Najvar","TE",76706,"2550377","Baylor",78,256,"1991-01-08",23.3452054794521,4.93,32.5,18,4.47,111,7.14
"4127",18472,20140166,2014,"OLB",74.63,247,"Jonathan","Newsome","Jonathan Newsome","DE",47306,"2543555","Ball State (IN)",75,236,"1991-01-22",23.3068493150685,4.73,34,21,4.63,116,7.31
"4128",18473,20140052,2014,"TE",78.5,270,"Troy","Niklas","Troy Niklas","TE",46556,"2543628","Notre Dame",78,270,"1992-09-18",21.6493150684932,4.84,32,27,4.55,113,7.57
"4130",18475,20140123,2014,"WR",74,198,"Kevin","Norwood","Kevin Norwood","WR",35487,"2543689","Alabama",74,212,"1989-09-23",24.6383561643836,4.48,33,8,4.32,121,6.68
"4131",18476,20140040,2014,"OLB",75.13,243,"Kyle","Van Noy","Kyle Van Noy","OLB",84602,"2543699","BYU",75,243,"1990-06-19",23.9013698630137,4.71,32.5,21,4.2,111,7.22
"4133",18478,20140727,2014,"DT",73.5,298,"Tenny","Palepoi","Tenny Palepoi","DL",84112,"2550460","Utah",73,298,"1990-12-19",23.4,5.1,30.5,31,4.53,111,7.67
"4134",18479,20140207,2014,"C",74.63,306,"Matt","Paradis","Matt Paradis","C",83725,"2550155","Boise State",75,300,"1989-10-12",24.586301369863,5.34,26,23,4.46,102,7.6
"4136",18481,20140557,2014,"DT",76.25,332,"Mike","Pennel","Mike Pennel","DT",81001,"2550242","Colorado State-Pueblo",76,332,"1991-05-09",23.013698630137,5.23,28.5,23,4.84,101,7.94
"4137",18482,20140559,2014,"RB",67.38,195,"LaDarius","Perkins","LaDarius Perkins","RB",39762,"2550244","Mississippi State",67,195,"1990-09-18",23.6520547945205,4.46,35.5,23,4.3,123,7.08
"4138",18483,20140132,2014,"OLB",72.5,232,"Kevin","Pierre-Louis","Kevin Pierre-Louis","OLB",2459,"2543563","Boston",72,230,"1991-10-07",22.6,4.51,39,28,4.02,127,6.92
"4140",18485,20140196,2014,"WR",71.38,189,"Walter","Powell","Walter Powell","WR",42071,"2543619","Murray State (KY)",72,189,"1991-11-23",22.4712328767123,4.63,31.5,10,4.23,120,6.7
"4149",18494,20140158,2014,"DT",74.13,302,"Caraun","Reid","Caraun Reid","DT",8544,"2543748","Princeton",74,298,"1991-11-23",22.4712328767123,4.91,26.5,20,4.58,104,7.59
"4153",18498,20140597,2014,"CB",69.88,189,"Rashaad","Reynolds","Rashaad Reynolds","DB",97331,"2550390","Oregon State",71,191,"1991-02-02",23.2767123287671,4.51,37.5,20,4,123,6.72
"4155",18500,20140153,2014,"OG",76.75,329,"Cyril","Richardson","Cyril Richardson","OG",76706,"2543697","Baylor",77,329,"1990-12-27",23.3780821917808,5.36,25.5,25,4.83,90,7.7
"4157",18502,20140043,2014,"C",75.38,298,"Weston","Richburg","Weston Richburg","C",80523,"2543705","Colorado State",76,300,"1991-07-09",22.8465753424658,5.1,25.5,25,4.63,104,7.93
"4158",18503,20140759,2014,"CB",72.25,191,"Marcus","Roberson","Marcus Roberson","DB",32611,"2550442","Florida",72,191,"1992-10-04",21.6054794520548,4.61,37.5,8,4.08,120,6.84
"4160",18505,20140002,2014,"OT",77,332,"Greg","Robinson","Greg Robinson","OT",36849,"2543458","Auburn",77,332,"1992-10-21",21.558904109589,4.92,28.5,32,4.86,112,7.8
"4162",18507,20140098,2014,"TE",76,257,"Richard","Rodgers","Richard Rodgers","TE",94720,"2550313","California",76,257,"1992-01-22",22.3068493150685,4.87,31.5,16,4.47,115,7.23
"4163",18508,20140249,2014,"DE",74,261,"Michael","Sam","Michael Sam","DE",65211,"2543734","Missouri",74,260,"1990-01-07",24.3479452054795,4.91,25.5,17,4.7,113,7.8
"4164",18509,20140054,2014,"RB",69.5,209,"Bishop","Sankey","Bishop Sankey","RB",98195,"2543682","Washington",70,213,"1992-09-15",21.6575342465753,4.49,35.5,26,4,125,6.75
"4171",18516,20140015,2014,"OLB",73.13,237,"Ryan","Shazier","Ryan Shazier","OLB",43210,"2543486","Ohio State",73,230,"1992-09-06",21.6821917808219,4.58,42,25,4.21,128,6.91
"4172",18517,20140139,2014,"OLB",73.38,253,"Prince","Shembo","Prince Shembo","OLB",46556,"2543835","Notre Dame",74,254,"1991-12-24",22.386301369863,4.71,38.5,26,4.31,122,7.29
"4173",18518,20140069,2014,"RB",72,214,"Charles","Sims","Charles Sims","RB",26506,"2543770","West Virginia",72,211,"1990-09-19",23.6493150684932,4.48,37.5,17,4.3,125,7.16
"4175",18520,20140159,2014,"DE",73,266,"Chris","Smith","Chris Smith","DE",72701,"2543692","Arkansas",73,266,"1992-02-11",22.2520547945205,4.71,37,28,4.46,121,7.55
"4176",18521,20140430,2014,"RB",71.13,220,"Jerome","Smith","Jerome Smith","RB",13244,"2550255","Syracuse",72,226,"1991-04-06",23.1041095890411,4.84,36,14,4.6,116,7.53
"4177",18522,20140026,2014,"DE",75.38,251,"Marcus","Smith","Marcus Smith","DE",40292,"2543725","Louisville",75,258,"1992-03-31",22.1178082191781,4.68,35,23,4.47,121,7.48
"4179",18524,20140500,2014,"WR",71,195,"Willie","Snead","Willie Snead","WR",47306,"2550256","Ball State (IN)",71,195,"1992-10-17",21.5698630136986,4.62,33.5,11,4.39,112,7.19
"4180",18525,20140609,2014,"SS",73.38,205,"Daniel","Sorensen","Daniel Sorensen","S",84602,"2550257","BYU",74,208,"1990-03-05",24.1917808219178,4.67,32,13,3.95,113,6.47
"4181",18526,20140255,2014,"OLB",76.13,250,"Tyler","Starr","Tyler Starr","OLB",57069,"2543857","South Dakota",77,250,"1991-01-25",23.2986301369863,4.95,32,24,4.15,115,6.64
"4183",18528,20141043,2014,"WR",69.88,178,"Josh","Stewart","Josh Stewart","WR",74078,"2550505","Oklahoma State",70,178,"1992-10-22",21.5561643835616,4.69,35,11,4.33,116,7.1
"4184",18529,20140431,2014,"C",75.63,306,"James","Stone","James Stone","C",37998,"2550258","Tennessee",75,291,"1992-04-26",22.0465753424658,5.17,27.5,22,4.63,104,8.16
"4186",18531,20140033,2014,"OG",76.13,307,"Xavier","Su'a-Filo","Xavier Su'a-Filo","OG",90095,"2543666","UCLA",76,310,"1991-01-01",23.3643835616438,5.04,25,25,4.44,101,7.6
"4188",18533,20140082,2014,"DT",72.5,303,"Will","Sutton","Will Sutton","DT",85287,"2543691","Arizona State",73,290,"1991-10-03",22.6109589041096,5.36,28.5,24,4.82,99,7.93
"4189",18534,20140076,2014,"C",77,312,"Travis","Swanson","Travis Swanson","C",72701,"2543506","Arkansas",77,304,"1991-01-30",23.2849315068493,5.28,26,20,4.65,93,7.73
"4190",18535,20140138,2014,"RB",72.25,229,"Lorenzo","Taliaferro","Lorenzo Taliaferro","RB",29528,"2543704","Coastal Carolina (SC)",72,232,"1991-12-23",22.3890410958904,4.58,33,18,4.22,116,6.88
"4191",18536,20140100,2014,"OG",75.25,317,"Brandon","Thomas","Brandon Thomas","OT",29631,"2543702","Clemson",75,317,"1991-02-18",23.2328767123288,5.09,29,35,4.83,98,8.13
"4196",18541,20140085,2014,"DT",74.63,304,"Khyri","Thornton","Khyri Thornton","DT",39406,"2543653","Southern Miss",75,315,"1989-11-21",24.4767123287671,5.03,29,28,4.76,111,7.83
"4197",18542,20140171,2014,"OLB",74.75,234,"Jordan","Tripp","Jordan Tripp","OLB",59812,"2550147","Montana",75,234,"1991-04-03",23.1123287671233,4.67,37.5,22,3.96,120,6.89
"4199",18544,20140067,2014,"OT",77,315,"Billy","Turner","Billy Turner","OT",58102,"2543740","North Dakota State",77,310,"1991-10-17",22.572602739726,5.16,28,25,4.71,108,7.92
"4202",18547,20140175,2014,"OG",75,313,"John","Urschel","John Urschel","OG",16802,"2543845","Penn State",75,300,"1991-06-24",22.8876712328767,5.31,29,30,4.47,101,7.55
"4204",18549,20140131,2014,"SS",71.63,199,"Brock","Vereen","Brock Vereen","S",55455,"2543820","Minnesota",71,202,"1992-08-17",21.7369863013699,4.47,34,25,4.07,116,6.9
"4207",18552,20140520,2014,"WR",75.88,195,"L'Damin","Washington","L'Damian Washington","WR",65211,"2550414","Missouri",76,195,"1991-05-10",23.0109589041096,4.46,32,8,4.35,114,7.19
"4210",18555,20140004,2014,"WR",72.75,211,"Sammy","Watkins","Sammy Watkins","WR",29631,"2543457","Clemson",73,211,"1993-06-14",20.9123287671233,4.43,34,16,4.34,125,6.95
"4212",18557,20140136,2014,"DE",78,252,"Larry","Webster","Larry Webster","DE",17815,"2543786","Bloomsburg",78,275,"1990-02-14",24.2438356164384,4.58,36.5,17,4.44,123,7.29
"4215",18560,20140763,2014,"DE",75.5,267,"Ethan","Westbrooks","Ethan Westbrooks","DE",79016,"2550449","West Texas A&M",76,283,"1990-11-15",23.4931506849315,4.9,29,19,4.67,110,7.3
"4216",18561,20140252,2014,"CB",71,186,"Lavelle","Westbrooks","Lavelle Westbrooks","DB",30458,"2543716","Georgia Southern",72,185,"1992-01-12",22.3342465753425,4.63,36,15,4.27,121,6.98
"4217",18562,20140130,2014,"RB",69.13,204,"James","White","James White","RB",53706,"2543773","Wisconsin",70,205,"1992-02-03",22.2739726027397,4.57,32,23,4.2,113,7.05
"4218",18563,20140489,2014,"RB",74.63,232,"James","Wilder","James Wilder","RB",32306,"2550271","Florida State",75,232,"1992-04-14",22.0794520547945,4.86,35,18,4.24,121,6.92
"4220",18565,20140629,2014,"RB",71,222,"Damien","Williams","Damien Williams","RB",73019,"2550512","Oklahoma",71,224,"1992-04-03",22.1095890410959,4.45,35.5,16,4.25,121,7.37
"4221",18566,20140151,2014,"ILB",73,246,"Avery","Williamson","Avery Williamson","LB",40506,"2543597","Kentucky",73,246,"1992-03-09",22.1780821917808,4.66,30.5,25,4.07,120,7.11
"4222",18567,20140613,2014,"WR",69,202,"Albert","Wilson","Albert Wilson","WR",30303,"2550272","Georgia State",69,200,"1992-07-12",21.8356164383562,4.43,37.5,10,4.21,123,7
"4224",18569,20140145,2014,"OG",78,315,"David","Yankey","David Yankey","OG",94305,"2543657","Stanford",78,315,"1992-01-18",22.3178082191781,5.48,28.5,22,4.86,102,7.81
"4226",18571,20150054,2015,"RB",68.6,205,"Ameer","Abdullah","Ameer Abdullah","RB",68588,"2552374","Nebraska",69,203,"1993-06-13",21.8931506849315,4.6,42.5,24,3.95,130,6.79
"4228",18573,20150149,2015,"RB",71.6,221,"Jay","Ajayi","Jay Ajayi","RB",83725,"2552582","Boise State",72,223,"1993-06-15",21.8876712328767,4.57,39,19,4.1,121,7.1
"4229",18574,20150124,2015,"LB",72.6,227,"Kwon","Alexander","Kwon Alexander","OLB",70803,"2552592","Louisiana State",73,227,"1994-08-03",20.7534246575342,4.55,36,24,4.2,121,7.14
"4230",18575,20150238,2015,"WR",68.4,180,"Mario","Alford","Mario Alford","WR",26506,"2552650","West Virginia",68,177,"1992-02-25",23.1917808219178,4.43,34,13,4.07,121,6.64
"4231",18576,20150125,2015,"RB",72.4,221,"Javorius","Allen","Javorius Allen","RB",90089,"2552631","USC",72,222,"1991-08-27",23.6904109589041,4.53,35.5,11,4.28,121,6.96
"4236",18581,20150031,2015,"LB",74.5,243,"Stephone","Anthony","Stephone Anthony","LB",29631,"2552321","Clemson",75,245,"1992-07-28",22.7698630136986,4.56,37,23,4.03,122,7.07
"4237",18582,20150017,2015,"DL",79.1,292,"Arik","Armstead","Arik Armstead","DE",97403,"2552493","Oregon",79,292,"1993-11-15",21.4684931506849,5.1,34,24,4.53,117,7.57
"4242",18587,20150008,2015,"DL",75,246,"Vic","Beasley","Vic Beasley","DE",29631,"2552301","Clemson",75,246,"1992-07-08",22.8246575342466,4.53,41,35,4.15,130,6.91
"4243",18588,20150117,2015,"TE",78.2,252,"Blake","Bell","Blake Bell","TE",73019,"2552478","Oklahoma",78,252,"1991-08-07",23.7452054794521,4.8,33,14,4.32,116,6.85
"4244",18589,20150162,2015,"WR",73.1,197,"Kenny","Bell","Kenny Bell","WR",68588,"2552421","Nebraska",73,188,"1992-02-25",23.1917808219178,4.42,41.5,7,4.15,129,6.66
"4248",18593,20150100,2015,"DL",76.3,318,"Angelo","Blackson","Angelo Blackson","DT",36849,"2552670","Auburn",76,318,"1992-11-14",22.4712328767123,5.02,31,20,4.57,101,7.5
"4249",18594,20150719,2015,"OL",75.6,303,"Al","Bond","Al Bond","OG",38152,"2553495","Memphis",75,303,"1992-03-05",23.1671232876712,5.57,23.5,22,4.65,90,7.9
"4256",18601,20150233,2015,"WR",72.1,205,"Da'Ron","Brown","Da'Ron Brown","WR",60115,"2552479","Northern Illinois",72,199,"1991-09-21",23.6219178082192,4.54,37,17,4.11,120,7.04
"4259",18604,20150989,2015,"RB",71.3,224,"Malcolm","Brown","Malcolm Brown","RB",78712,"2552382","Texas",71,227,"1993-05-15",21.972602739726,4.62,34.5,19,4.15,117,6.86
"4260",18605,20150032,2015,"DL",74.3,319,"Malcom","Brown","Malcom Brown","DT",78712,"2552483","Texas",74,320,"1994-02-02",21.2520547945205,5.05,29.5,26,4.59,98,7.84
"4261",18606,20150244,2015,"OL",80.4,355,"Trenton","Brown","Trenton Brown","OG",32611,"2552350","Florida",80,355,"1993-04-13",22.0602739726027,5.29,23.5,20,4.78,97,8.23
"4262",18607,20150168,2015,"RB",71.2,242,"Michael","Burton","Michael Burton","FB",7102,"2552636","Rutgers",72,240,"1992-02-01",23.2575342465753,4.74,33,25,4.34,115,7.2
"4267",18612,20150080,2015,"DB",72.1,196,"Alex","Carter","Alex Carter","DB",94305,"2552587","Stanford",72,200,"1994-10-19",20.5424657534247,4.51,40,17,4.07,121,7.05
"4270",18615,20150212,2015,"DL",75.1,267,"Anthony","Chickillo","Anthony Chickillo","DE",33124,"2552266","Miami (FL)",75,255,"1992-12-10",22.4,4.79,34.5,27,4.25,114,7.17
"4273",18618,20150063,2015,"DL",74.7,271,"Frank","Clark","Frank Clark","DE",48109,"2552629","Michigan",75,260,"1993-06-14",21.8904109589041,4.79,38.5,19,4.05,118,7.08
"4274",18619,20150184,2015,"WR",69.5,195,"Kaelin","Clay","Kaelin Clay","WR",84112,"2552651","Utah",70,195,"1992-01-02",23.3397260273973,4.51,33,10,4.26,113,6.97
"4276",18621,20150110,2015,"OL",76.6,309,"T.J.","Clemmings","T.J. Clemmings","OL",15260,"2552365","Pittsburgh",77,309,"1991-11-18",23.4630136986301,5.14,32.5,22,4.54,111,7.68
"4277",18622,20150087,2015,"WR",73.3,212,"Sammie","Coates","Sammie Coates","WR",36849,"2552470","Auburn",73,212,"1993-03-31",22.0958904109589,4.43,41,23,4.06,131,6.98
"4279",18624,20150544,2015,"OL",76.2,310,"Takoby","Cofield","Takoby Cofield","OT",27708,"2553702","Duke",76,310,"1992-01-22",23.2849315068493,5.19,30,23,4.79,101,8.09
"4280",18625,20150972,2015,"DB",71,185,"Justin","Coleman","Justin Coleman","DB",37998,"2553637","Tennessee",71,190,"1993-03-27",22.1068493150685,4.53,37.5,20,3.98,124,6.61
"4283",18628,20150702,2015,"OL",76.4,305,"La'el","Collins","La'el Collins","OT",70803,"2553505","Louisiana State",76,320,"1993-07-26",21.7753424657534,5.12,27,21,4.63,108,7.7
"4285",18630,20150076,2015,"WR",73.7,213,"Chris","Conley","Chris Conley","WR",30602,"2552652","Georgia",75,205,"1992-10-25",22.5260273972603,4.35,45,18,4.3,139,7.06
"4287",18632,20150096,2015,"DL",74.7,293,"Xavier","Cooper","Xavier Cooper","DT",99164,"2552611","Washington State",76,300,"1991-11-30",23.4301369863014,4.86,29,29,4.37,110,7.23
"4289",18634,20150766,2015,"DB",72.5,191,"Justin","Cox","Justin Cox","S",39762,"2553793","Mississippi State",73,191,"1992-12-09",22.4027397260274,4.36,38,15,4.07,129,7.05
"4291",18636,20150814,2015,"OL",78.5,301,"Rob","Crisp","Rob Crisp","OT",27607,"2553510","NC State",79,300,"1991-01-03",24.3369863013699,5.26,32.5,26,4.6,107,8.07
"4292",18637,20150818,2015,"RB",71.6,217,"John","Crockett","John Crockett","RB",58102,"2553511","North Dakota State",72,215,"1992-02-16",23.2164383561644,4.62,40,15,4.25,125,7.15
"4293",18638,20150105,2015,"WR",68.3,185,"Jamison","Crowder","Jamison Crowder","WR",27708,"2552415","Duke",69,177,"1993-06-17",21.8821917808219,4.56,37,10,4.32,115,7.17
"4296",18641,20150050,2015,"DB",70.5,193,"Ronald","Darby","Ronald Darby","DB",32306,"2552689","Florida State",71,193,"1994-01-02",21.3369863013699,4.38,41.5,12,4.14,129,6.94
"4298",18643,20151157,2015,"LB",72,225,"Aaron","Davis","Aaron Davis","LB",80523,"M001250","Colorado State",72,225,"1993-08-24",21.6958904109589,4.95,29,16,4.37,107,7.38
"4300",18645,20150798,2015,"WR",74.7,220,"Devante","Davis","Devante Davis","WR",89154,"2553703","Nevada-Las Vegas",75,220,"1992-10-13",22.558904109589,4.57,35.5,16,4.12,115,7.25
"4302",18647,20150126,2015,"RB",69.1,217,"Mike","Davis","Mike Davis","RB",29208,"2553439","South Carolina",69,217,"1993-02-19",22.2054794520548,4.61,34,17,4.18,116,7
"4308",18653,20150253,2015,"LB",75.4,260,"Xzavier","Dickson","Xzavier Dickson","OLB",35487,"2552682","Alabama",75,255,"1992-09-11",22.6465753424658,4.74,29.5,19,4.53,100,7.56
"4309",18654,20150200,2015,"DB",69.1,196,"Quandre","Diggs","Quandre Diggs","DB",78712,"2552262","Texas",69,200,"1993-01-22",22.2821917808219,4.56,36.5,17,4.15,113,7.22
"4311",18656,20150450,2015,"OL",74.6,296,"Reese","Dismukes","Reese Dismukes","OG",36849,"2553709","Auburn",75,296,"1992-10-20",22.5397260273973,5.31,27.5,23,4.7,107,8.14
"4312",18657,20150119,2015,"OL",77.7,313,"Andrew","Donnal","Andrew Donnal","OL",52242,"2552352","Iowa",78,310,"1992-03-03",23.172602739726,5.31,32,17,4.77,101,7.84
"4313",18658,20150029,2015,"WR",69.3,185,"Phillip","Dorsett","Phillip Dorsett","WR",33124,"2552424","Miami (FL)",70,185,"1993-01-05",22.3287671232877,4.33,37,13,4.11,122,6.7
"4314",18659,20150164,2015,"DB",70.3,182,"Lorenzo","Doss","Lorenzo Doss","DB",70118,"2552599","Tulane",71,187,"1994-04-22",21.0356164383562,4.5,33.5,9,4.26,115,7.2
"4315",18660,20150114,2015,"OL",76,304,"Jamil","Douglas","Jamil Douglas","OL",85287,"2552339","Arizona State",76,308,"1992-02-28",23.1835616438356,5.25,29,28,4.75,99,7.99
"4320",18665,20150035,2015,"DL",74.5,279,"Mario","Edwards","Mario Edwards Jr.","DE",32306,"2553433","Florida State",75,280,"1994-01-25",21.2739726027397,4.84,32.5,32,4.55,120,7.44
"4321",18666,20150457,2015,"RB",69.4,220,"Jahwan","Edwards","Jahwan Edwards","RB",47306,"2553879","Ball State (IN)",69,220,"1992-07-27",22.772602739726,4.8,35.5,16,4.5,117,7.63
"4323",18668,20150153,2015,"DL",75.2,255,"Kyle","Emanuel","Kyle Emanuel","OLB",58102,"2552296","North Dakota State",75,250,"1991-08-16",23.7205479452055,4.77,34,27,4.25,120,7.1
"4324",18669,20150019,2015,"OL",77.4,313,"Cameron","Erving","Cameron Erving","OT",32306,"2552240","Florida State",77,313,"1992-08-23",22.6986301369863,5.15,30.5,30,4.63,112,7.48
"4333",18678,20150101,2015,"DL",74.1,266,"Trey","Flowers","Trey Flowers","DE",72701,"2552278","Arkansas",74,265,"1993-08-16",21.7178082191781,4.93,36.5,28,4.4,121,7.34
"4334",18679,20150003,2015,"DL",74.5,261,"Dante","Fowler","Dante Fowler","DE",32611,"2553431","Florida",75,255,"1994-08-03",20.7534246575342,4.6,32.5,19,4.32,112,7.4
"4335",18680,20150108,2015,"RB",71,254,"Jalston","Fowler","Jalston Fowler","FB",35487,"2552464","Alabama",71,254,"1990-07-26",24.7780821917808,4.94,33.5,23,4.4,114,7.56
"4336",18681,20150479,2015,"LB",77,238,"Alani","Fua","Alani Fua","OLB",84602,"2553523","BYU",77,234,"1992-01-01",23.3424657534247,4.73,34.5,18,4.15,118,6.38
"4339",18684,20150208,2015,"OL",74.3,306,"Andy","Gallik","Andy Gallik","C",2459,"2552237","Boston",74,306,"1991-09-24",23.613698630137,5.5,27,29,4.58,96,7.66
"4341",18686,20150109,2015,"DB",73.5,218,"Clayton","Geathers","Clayton Geathers","S",32816,"2552386","Central Florida",74,220,"1992-06-01",22.9260273972603,4.55,37,22,4.27,120,7.21
"4342",18687,20150243,2015,"OL",77.6,305,"Laurence","Gibson","Laurence Gibson","OL",24061,"2552665","Virginia Tech",78,300,"1991-03-19",24.1315068493151,5.04,33.5,24,4.56,113,7.72
"4344",18689,20150134,2015,"OL",76.3,307,"Mark","Glowinski","Mark Glowinski","OL",26506,"2552467","West Virginia",76,310,"1992-05-03",23.0054794520548,5.2,29.5,31,4.58,113,7.56
"4347",18692,20150056,2015,"DB",68.5,176,"Senquez","Golson","Senquez Golson","DB",38677,"2552264","Mississippi",69,176,"1993-07-07",21.827397260274,4.46,33.5,15,4.2,120,6.81
"4349",18694,20150015,2015,"RB",72.5,215,"Melvin","Gordon","Melvin Gordon","RB",53706,"2552469","Wisconsin",73,215,"1993-04-13",22.0602739726027,4.52,35,19,4.07,126,7.04
"4353",18698,20150091,2015,"OL",76.5,314,"Chaz","Green","Chaz Green","OL",32611,"2552666","Florida",77,316,"1992-04-08",23.0739726027397,5.16,29.5,21,4.7,106,8
"4354",18699,20150040,2015,"WR",77.1,237,"Dorial","Green-Beckham","Dorial Green-Beckham","WR",65211,"2552491","Missouri",77,237,"1993-04-12",22.0630136986301,4.49,33.5,13,4.45,119,6.89
"4357",18702,20150097,2015,"LB",75.3,262,"Geneo","Grissom","Geneo Grissom","OLB",73019,"2552271","Oklahoma",76,265,"1992-06-04",22.9178082191781,4.81,37,24,4.38,117,7.24
"4358",18703,20150725,2015,"DB",73.4,202,"Ladarius","Gunter","Ladarius Gunter","DB",33124,"2553528","Miami (FL)",74,201,"1992-05-13",22.9780821917808,4.69,33.5,12,4.41,108,7.18
"4361",18706,20150224,2015,"LB",72.6,234,"Bryce","Hager","Bryce Hager","LB",76706,"2552307","Baylor",73,237,"1992-05-04",23.0027397260274,4.6,35,26,4.36,117,7.15
"4362",18707,20150497,2015,"WR",72.3,198,"Rannell","Hall","Rannell Hall","WR",32816,"2553716","Central Florida",72,200,"1992-01-30",23.2630136986301,4.6,41,16,4.15,132,6.86
"4366",18711,20150107,2015,"WR",70.2,192,"Justin","Hardy","Justin Hardy","WR",27858,"2552418","East Carolina (NC)",70,192,"1991-12-18",23.3808219178082,4.56,36.5,11,4.21,114,6.63
"4368",18713,20150592,2015,"WR",72.7,191,"Josh","Harper","Josh Harper","WR",93740,"2553653","Frenso State (CA)",73,185,"1991-12-01",23.427397260274,4.64,32,13,4.26,108,7.15
"4370",18715,20150152,2015,"OL",76.1,330,"Jarvis","Harrison","Jarvis Harrison","OL",77843,"2552341","Texas A&M",76,330,"1991-12-25",23.3616438356164,5.19,29.5,26,4.62,102,7.51
"4373",18718,20150057,2015,"OL",79.3,321,"Rob","Havenstein","Rob Havenstein","OL",53706,"2552363","Wisconsin",80,328,"1992-05-13",22.9780821917808,5.46,28.5,16,4.87,96,8.28
